YEAR,BY YEAR NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
2010,280,270,147,Tennessee,6,8,16,76
2010,279,269,160,Ohio St.,2,16,16,73
2010,278,268,149,Syracuse,1,16,16,59
2010,277,267,193,Butler,5,2,16,63
2010,276,266,131,Xavier,6,16,16,96
2010,275,265,179,Kansas St.,2,8,16,101
2010,274,264,178,Kentucky,1,8,16,62
2010,273,263,189,Cornell,12,16,16,45
2010,272,262,136,Washington,11,16,16,56
2010,271,261,135,West Virginia,2,4,16,69
2010,270,260,188,Duke,1,1,16,70
2010,269,259,156,Purdue,4,16,16,57
2010,268,258,194,Baylor,3,8,16,72
2010,267,257,153,Saint Mary's,10,16,16,49
2010,266,120,173,Michigan St.,5,4,8,70
2010,265,119,147,Tennessee,6,8,8,69
2010,264,118,193,Butler,5,2,8,63
2010,263,117,179,Kansas St.,2,8,8,56
2010,262,116,178,Kentucky,1,8,8,66
2010,261,115,135,West Virginia,2,4,8,73
2010,260,114,188,Duke,1,1,8,78
2010,259,113,194,Baylor,3,8,8,71
2010,258,44,173,Michigan St.,5,4,4,50
2010,257,43,193,Butler,5,2,4,52
2010,256,42,135,West Virginia,2,4,4,57
2010,255,41,188,Duke,1,1,4,78
2010,254,6,193,Butler,5,2,2,59
2010,253,5,188,Duke,1,1,2,61
2009,252,1120,107,Louisville,1,8,64,74
2009,251,1119,97,Morehead St.,16,64,64,54
2009,250,1118,92,Ohio St.,8,64,64,72
2009,249,1117,84,Siena,9,32,64,74
2009,248,1116,75,Utah,5,64,64,71
2009,247,1115,127,Arizona,12,16,64,84
2009,246,1114,71,Wake Forest,4,64,64,69
2009,245,1113,117,Cleveland St.,13,32,64,84
2009,244,1112,69,West Virginia,6,64,64,60
2009,243,1111,114,Dayton,11,32,64,68
2009,242,1110,108,Kansas,3,16,64,84
2009,241,1109,94,North Dakota St.,14,64,64,74
2009,240,1108,124,Boston College,7,64,64,55
2009,239,1107,76,USC,10,32,64,72
2009,238,1106,101,Michigan St.,2,2,64,77
2009,237,1105,85,Robert Morris,15,64,64,62
2009,236,1104,116,Connecticut,1,4,64,103
2009,235,1103,119,Chattanooga,16,64,64,47
2009,234,1102,122,BYU,8,64,64,66
2009,233,1101,78,Texas A&M,9,32,64,79
2009,232,1100,87,Purdue,5,16,64,61
2009,231,1099,93,Northern Iowa,12,64,64,56
2009,230,1098,70,Washington,4,32,64,71
2009,229,1097,99,Mississippi St.,13,64,64,58
2009,228,1096,105,Marquette,6,32,64,58
2009,227,1095,74,Utah St.,11,64,64,57
2009,226,1094,98,Missouri,3,8,64,78
2009,225,1093,115,Cornell,14,64,64,59
2009,224,1092,120,California,7,64,64,71
2009,223,1091,104,Maryland,10,32,64,84
2009,222,1090,103,Memphis,2,16,64,81
2009,221,1089,121,Cal St. Northridge,15,64,64,70
2009,220,1088,89,Pittsburgh,1,8,64,72
2009,219,1087,112,East Tennessee St.,16,64,64,62
2009,218,1086,90,Oklahoma St.,8,32,64,77
2009,217,1085,80,Tennessee,9,64,64,75
2009,216,1084,111,Florida St.,5,64,64,59
2009,215,1083,67,Wisconsin,12,32,64,61
2009,214,1082,66,Xavier,4,16,64,77
2009,213,1081,88,Portland St.,13,64,64,59
2009,212,1080,77,UCLA,6,32,64,65
2009,211,1079,73,VCU,11,64,64,64
2009,210,1078,72,Villanova,3,4,64,80
2009,209,1077,128,American,14,64,64,67
2009,208,1076,79,Texas,7,32,64,76
2009,207,1075,100,Minnesota,10,64,64,62
2009,206,1074,113,Duke,2,16,64,86
2009,205,1073,125,Binghamton,15,64,64,62
2009,204,1072,95,North Carolina,1,1,64,101
2009,203,1071,86,Radford,16,64,64,58
2009,202,1070,106,LSU,8,32,64,75
2009,201,1069,123,Butler,9,64,64,71
2009,200,1068,109,Illinois,5,64,64,72
2009,199,1067,68,Western Kentucky,12,32,64,76
2009,198,1066,110,Gonzaga,4,16,64,77
2009,197,1065,130,Akron,13,64,64,64
2009,196,1064,126,Arizona St.,6,32,64,66
2009,195,1063,81,Temple,11,64,64,57
2009,194,1062,82,Syracuse,3,16,64,59
2009,193,1061,83,Stephen F. Austin,14,64,64,44
2009,192,1060,118,Clemson,7,64,64,59
2009,191,1059,102,Michigan,10,32,64,62
2009,190,1058,91,Oklahoma,2,8,64,82
2009,189,1057,96,Morgan St.,15,64,64,54
2009,188,544,107,Louisville,1,8,32,79
2009,187,543,84,Siena,9,32,32,72
2009,186,542,127,Arizona,12,16,32,71
2009,185,541,117,Cleveland St.,13,32,32,57
2009,184,540,114,Dayton,11,32,32,43
2009,183,539,108,Kansas,3,16,32,60
2009,182,538,76,USC,10,32,32,69
2009,181,537,101,Michigan St.,2,2,32,74
2009,180,536,116,Connecticut,1,4,32,92
2009,179,535,78,Texas A&M,9,32,32,66
2009,178,534,87,Purdue,5,16,32,76
2009,177,533,70,Washington,4,32,32,74
2009,176,532,105,Marquette,6,32,32,79
2009,175,531,98,Missouri,3,8,32,83
2009,174,530,104,Maryland,10,32,32,70
2009,173,529,103,Memphis,2,16,32,89
2009,172,528,89,Pittsburgh,1,8,32,84
2009,171,527,90,Oklahoma St.,8,32,32,76
2009,170,526,67,Wisconsin,12,32,32,49
2009,169,525,66,Xavier,4,16,32,60
2009,168,524,77,UCLA,6,32,32,69
2009,167,523,72,Villanova,3,4,32,89
2009,166,522,79,Texas,7,32,32,69
2009,165,521,113,Duke,2,16,32,74
2009,164,520,95,North Carolina,1,1,32,84
2009,163,519,106,LSU,8,32,32,70
2009,162,518,68,Western Kentucky,12,32,32,81
2009,161,517,110,Gonzaga,4,16,32,83
2009,160,516,126,Arizona St.,6,32,32,67
2009,159,515,82,Syracuse,3,16,32,78
2009,158,514,102,Michigan,10,32,32,63
2009,157,513,91,Oklahoma,2,8,32,73
2009,156,256,107,Louisville,1,8,16,103
2009,155,255,127,Arizona,12,16,16,64
2009,154,254,108,Kansas,3,16,16,62
2009,153,253,101,Michigan St.,2,2,16,67
2009,152,252,116,Connecticut,1,4,16,72
2009,151,251,87,Purdue,5,16,16,60
2009,150,250,98,Missouri,3,8,16,102
2009,149,249,103,Memphis,2,16,16,91
2009,148,248,89,Pittsburgh,1,8,16,60
2009,147,247,66,Xavier,4,16,16,55
2009,146,246,72,Villanova,3,4,16,77
2009,145,245,113,Duke,2,16,16,54
2009,144,244,95,North Carolina,1,1,16,98
2009,143,243,110,Gonzaga,4,16,16,77
2009,142,242,82,Syracuse,3,16,16,71
2009,141,241,91,Oklahoma,2,8,16,84
2009,140,112,107,Louisville,1,8,8,52
2009,139,111,101,Michigan St.,2,2,8,64
2009,138,110,116,Connecticut,1,4,8,82
2009,137,109,98,Missouri,3,8,8,75
2009,136,108,89,Pittsburgh,1,8,8,76
2009,135,107,72,Villanova,3,4,8,78
2009,134,106,95,North Carolina,1,1,8,72
2009,133,105,91,Oklahoma,2,8,8,60
2009,132,40,101,Michigan St.,2,2,4,82
2009,131,39,116,Connecticut,1,4,4,73
2009,130,38,72,Villanova,3,4,4,69
2009,129,37,95,North Carolina,1,1,4,83
2009,128,4,101,Michigan St.,2,2,2,72
2009,127,3,95,North Carolina,1,1,2,89
2008,126,1056,31,North Carolina,1,4,64,113
2008,125,1055,32,Mount St. Mary's,16,64,64,74
2008,124,1054,44,Indiana,8,64,64,72
2008,123,1053,63,Arkansas,9,32,64,86
2008,122,1052,30,Notre Dame,5,32,64,68
2008,121,1051,48,George Mason,12,64,64,50
2008,120,1050,6,Washington St.,4,16,64,71
2008,119,1049,3,Winthrop,13,64,64,40
2008,118,1048,29,Oklahoma,6,32,64,72
2008,117,1047,23,Saint Joseph's,11,64,64,64
2008,116,1046,39,Louisville,3,8,64,79
2008,115,1045,59,Boise St.,14,64,64,61
2008,114,1044,58,Butler,7,32,64,81
2008,113,1043,19,South Alabama,10,64,64,61
2008,112,1042,16,Tennessee,2,16,64,72
2008,111,1041,65,American,15,64,64,57
2008,110,1040,43,Kansas,1,1,64,85
2008,109,1039,25,Portland St.,16,64,64,61
2008,108,1038,11,UNLV,8,32,64,71
2008,107,1037,41,Kent St.,9,64,64,58
2008,106,1036,55,Clemson,5,64,64,69
2008,105,1035,7,Villanova,12,16,64,75
2008,104,1034,8,Vanderbilt,4,64,64,62
2008,103,1033,20,Siena,13,32,64,83
2008,102,1032,10,USC,6,64,64,67
2008,101,1031,42,Kansas St.,11,32,64,80
2008,100,1030,2,Wisconsin,3,16,64,71
2008,99,1029,56,Cal St. Fullerton,14,64,64,56
2008,98,1028,45,Gonzaga,7,64,64,76
2008,97,1027,51,Davidson,10,8,64,82
2008,96,1026,47,Georgetown,2,32,64,66
2008,95,1025,12,UMBC,15,64,64,47
2008,94,1024,37,Memphis,1,2,64,87
2008,93,1023,9,UT Arlington,16,64,64,63
2008,92,1022,34,Mississippi St.,8,32,64,76
2008,91,1021,27,Oregon,9,64,64,69
2008,90,1020,35,Michigan St.,5,16,64,72
2008,89,1019,17,Temple,12,64,64,61
2008,88,1018,26,Pittsburgh,4,32,64,82
2008,87,1017,28,Oral Roberts,13,64,64,63
2008,86,1016,38,Marquette,6,32,64,74
2008,85,1015,40,Kentucky,11,64,64,66
2008,84,1014,18,Stanford,3,16,64,77
2008,83,1013,52,Cornell,14,64,64,53
2008,82,1012,36,Miami FL,7,32,64,78
2008,81,1011,22,Saint Mary's,10,64,64,64
2008,80,1010,15,Texas,2,8,64,74
2008,79,1009,62,Austin Peay,15,64,64,54
2008,78,1008,13,UCLA,1,4,64,70
2008,77,1007,33,Mississippi Valley St.,16,64,64,29
2008,76,1006,57,BYU,8,64,64,62
2008,75,1005,14,Texas A&M,9,32,64,67
2008,74,1004,50,Drake,5,64,64,99
2008,73,1003,4,Western Kentucky,12,16,64,101
2008,72,1002,54,Connecticut,4,64,64,69
2008,71,1001,21,San Diego,13,32,64,70
2008,70,1000,24,Purdue,6,32,64,90
2008,69,999,61,Baylor,11,64,64,79
2008,68,998,1,Xavier,3,8,64,73
2008,67,997,46,Georgia,14,64,64,61
2008,66,996,5,West Virginia,7,16,64,75
2008,65,995,64,Arizona,10,64,64,65
2008,64,994,49,Duke,2,32,64,71
2008,63,993,60,Belmont,15,64,64,70
2008,62,512,31,North Carolina,1,4,32,108
2008,61,511,63,Arkansas,9,32,32,77
2008,60,510,30,Notre Dame,5,32,32,41
2008,59,509,6,Washington St.,4,16,32,61
2008,58,508,29,Oklahoma,6,32,32,48
2008,57,507,39,Louisville,3,8,32,78
2008,56,506,58,Butler,7,32,32,71
2008,55,505,16,Tennessee,2,16,32,76
2008,54,504,43,Kansas,1,1,32,75
2008,53,503,11,UNLV,8,32,32,56
2008,52,502,7,Villanova,12,16,32,84
2008,51,501,20,Siena,13,32,32,72
2008,50,500,42,Kansas St.,11,32,32,55
2008,49,499,2,Wisconsin,3,16,32,72
2008,48,498,51,Davidson,10,8,32,74
2008,47,497,47,Georgetown,2,32,32,70
2008,46,496,37,Memphis,1,2,32,77
2008,45,495,34,Mississippi St.,8,32,32,74
2008,44,494,35,Michigan St.,5,16,32,65
2008,43,493,26,Pittsburgh,4,32,32,54
2008,42,492,38,Marquette,6,32,32,81
2008,41,491,18,Stanford,3,16,32,82
2008,40,490,36,Miami FL,7,32,32,72
2008,39,489,15,Texas,2,8,32,75
2008,38,488,13,UCLA,1,4,32,51
2008,37,487,14,Texas A&M,9,32,32,49
2008,36,486,4,Western Kentucky,12,16,32,72
2008,35,485,21,San Diego,13,32,32,63
2008,34,484,24,Purdue,6,32,32,78
2008,33,483,1,Xavier,3,8,32,85
2008,32,482,5,West Virginia,7,16,32,73
2008,31,481,49,Duke,2,32,32,67
2008,30,240,31,North Carolina,1,4,16,68
2008,29,239,6,Washington St.,4,16,16,47
2008,28,238,39,Louisville,3,8,16,79
2008,27,237,16,Tennessee,2,16,16,60
2008,26,236,43,Kansas,1,1,16,72
2008,25,235,7,Villanova,12,16,16,57
2008,24,234,2,Wisconsin,3,16,16,56
2008,23,233,51,Davidson,10,8,16,73
2008,22,232,37,Memphis,1,2,16,92
2008,21,231,35,Michigan St.,5,16,16,74
2008,20,230,18,Stanford,3,16,16,62
2008,19,229,15,Texas,2,8,16,82
2008,18,228,13,UCLA,1,4,16,88
2008,17,227,4,Western Kentucky,12,16,16,78
2008,16,226,1,Xavier,3,8,16,79
2008,15,225,5,West Virginia,7,16,16,75
2008,14,104,31,North Carolina,1,4,8,83
2008,13,103,39,Louisville,3,8,8,73
2008,12,102,43,Kansas,1,1,8,59
2008,11,101,51,Davidson,10,8,8,57
2008,10,100,37,Memphis,1,2,8,85
2008,9,99,15,Texas,2,8,8,67
2008,8,98,13,UCLA,1,4,8,76
2008,7,97,1,Xavier,3,8,8,57
2008,6,36,31,North Carolina,1,4,4,66
2008,5,35,43,Kansas,1,1,4,84
2008,4,34,37,Memphis,1,2,4,78
2008,3,33,13,UCLA,1,4,4,63
2008,2,2,43,Kansas,1,1,2,75
2008,1,1,37,Memphis,1,2,2,68
